impl,sweep,n,procs,threads,workers,t_serial_ref,t_total_median,t_compute_median,speedup_empirical,serial_fraction,parallel_fraction,serial_fraction_amdahl,serial_fraction_gustafson,speedup_amdahl,speedup_gustafson,karp_flatt,efficiency
pthreads,A,22347000,1,8,8,1.454272,0.400359,0.357117,3.6324,0.108967,0.891033,0.02746,0.108967,6.7102,7.2372,0.17177,0.4541
pthreads,A,23623000,1,8,8,1.71951,0.591024,0.539953,2.9094,0.088003,0.911997,0.027158,0.088003,6.7221,7.384,0.249962,0.3637
pthreads,A,24971000,1,8,8,1.647411,0.454514,0.406523,3.6246,0.111244,0.888756,0.026584,0.111244,6.7448,7.2213,0.172452,0.4531
pthreads,A,26396000,1,8,8,1.786891,0.508065,0.455697,3.5171,0.103479,0.896521,0.026723,0.103479,6.7393,7.2756,0.18209,0.4396
pthreads,A,27902000,1,8,8,1.964405,0.534666,0.479959,3.6741,0.103407,0.896593,0.024435,0.103407,6.8315,7.2762,0.168202,0.4593
pthreads,A,29494000,1,8,8,2.087151,0.558908,0.500842,3.7343,0.105612,0.894388,0.025468,0.105612,6.7896,7.2607,0.163183,0.4668
pthreads,B,30000000,1,1,1,2.098305,2.111816,2.043543,0.9936,0.026299,0.973701,0.023551,0.026299,1.0,1.0,,0.9936
pthreads,B,30000000,1,10,10,2.098305,0.597915,0.535592,3.5094,0.104232,0.895768,0.023551,0.104232,8.2511,9.0619,0.205502,0.3509
pthreads,B,30000000,1,12,12,2.098305,0.589004,0.52645,3.5625,0.106201,0.893799,0.023551,0.106201,9.5309,10.8318,0.215314,0.2969
pthreads,B,30000000,1,14,14,2.098305,0.577749,0.513074,3.6319,0.112993,0.887007,0.023551,0.112993,10.7184,12.5311,0.219598,0.2594
pthreads,B,30000000,1,16,16,2.098305,0.562138,0.499108,3.7327,0.112125,0.887875,0.023551,0.112125,11.8233,14.3181,0.219094,0.2333
pthreads,B,30000000,1,2,2,2.098305,1.336022,1.280102,1.5706,0.041952,0.958048,0.023551,0.041952,1.954,1.958,0.27343,0.7853
pthreads,B,30000000,1,3,3,2.098305,0.962492,0.898557,2.1801,0.059538,0.940462,0.023551,0.059538,2.8651,2.8809,0.18805,0.7267
pthreads,B,30000000,1,4,4,2.098305,0.76977,0.713679,2.7259,0.072866,0.927134,0.023551,0.072866,3.736,3.7814,0.155804,0.6815
pthreads,B,30000000,1,5,5,2.098305,0.700385,0.643723,2.9959,0.0809,0.9191,0.023551,0.0809,4.5695,4.6764,0.167233,0.5992
pthreads,B,30000000,1,6,6,2.098305,0.666534,0.606795,3.1481,0.089286,0.910714,0.023551,0.089286,5.3679,5.5536,0.181184,0.5247
pthreads,B,30000000,1,7,7,2.098305,0.625431,0.566706,3.355,0.093894,0.906106,0.023551,0.093894,6.1333,6.4366,0.181076,0.4793
pthreads,B,30000000,1,8,8,2.098305,0.610284,0.549333,3.4382,0.100797,0.899203,0.023551,0.100797,6.8678,7.2944,0.189538,0.4298
pthreads,B,30000000,1,9,9,2.098305,0.59915,0.535268,3.5021,0.105026,0.894974,0.023551,0.105026,7.5732,8.1598,0.196232,0.3891
pthreads,A,31178000,1,8,8,2.221441,0.589523,0.527222,3.7682,0.105073,0.894927,0.023624,0.105073,6.8648,7.2645,0.160433,0.471
pthreads,A,32957000,1,8,8,2.397706,0.643456,0.579551,3.7263,0.097859,0.902141,0.022881,0.097859,6.8956,7.315,0.163844,0.4658
pthreads,A,34838000,1,8,8,2.659446,0.766451,0.695827,3.4698,0.090772,0.909228,0.022606,0.090772,6.907,7.3646,0.186514,0.4337
pthreads,A,36826000,1,8,8,2.813344,0.766285,0.694805,3.6714,0.093281,0.906719,0.021773,0.093281,6.942,7.347,0.168429,0.4589
pthreads,A,38927000,1,8,8,3.107416,0.792718,0.719566,3.92,0.095581,0.904419,0.020876,0.095581,6.98,7.3309,0.148692,0.49
pthreads,A,41149000,1,8,8,3.295881,0.876788,0.794441,3.759,0.09316,0.90684,0.02056,0.09316,6.9935,7.3479,0.161172,0.4699
pthreads,A,43497000,1,8,8,3.532566,0.926879,0.842778,3.8112,0.090736,0.909264,0.020656,0.090736,6.9894,7.3649,0.157007,0.4764
pthreads,A,45979000,1,8,8,3.830585,1.033149,0.933128,3.7077,0.086491,0.913509,0.01955,0.086491,7.037,7.3946,0.165383,0.4635
pthreads,A,48603000,1,8,8,4.179367,1.129617,1.037204,3.6998,0.082912,0.917088,0.01921,0.082912,7.0517,7.4196,0.166039,0.4625
pthreads,A,51377000,1,8,8,4.473423,1.174627,1.069251,3.8084,0.085666,0.914334,0.018685,0.085666,7.0746,7.4003,0.157233,0.476
pthreads,A,54309000,1,8,8,4.858028,1.28827,1.184035,3.771,0.08091,0.91909,0.018108,0.08091,7.1,7.4336,0.16021,0.4714
pthreads,A,57408000,1,8,8,5.262513,1.401598,1.295182,3.7547,0.079666,0.920334,0.0178,0.079666,7.1136,7.4423,0.161527,0.4693
pthreads,A,60684000,1,8,8,5.728612,1.513773,1.399075,3.7843,0.075769,0.924231,0.017324,0.075769,7.1348,7.4696,0.15914,0.473
pthreads,A,64147000,1,8,8,6.27692,1.665718,1.541659,3.7683,0.074477,0.925523,0.016586,0.074477,7.1678,7.4787,0.160425,0.471
pthreads,A,67808000,1,8,8,6.602466,1.791153,1.666179,3.6862,0.07048,0.92952,0.016585,0.07048,7.1678,7.5066,0.167183,0.4608
pthreads,A,71677000,1,8,8,7.162235,1.960394,1.825477,3.6535,0.068821,0.931179,0.01599,0.068821,7.1947,7.5183,0.169957,0.4567
pthreads,A,75768000,1,8,8,7.716722,2.114297,1.979046,3.6498,0.063969,0.936031,0.015799,0.063969,7.2033,7.5522,0.170273,0.4562
pthreads,A,80092000,1,8,8,8.497212,2.4222,2.275361,3.5081,0.062653,0.937347,0.015149,0.062653,7.233,7.5614,0.182924,0.4385
pthreads,A,84662000,1,8,8,9.083967,2.625012,2.465015,3.4605,0.066805,0.933195,0.015102,0.066805,7.2352,7.5324,0.187397,0.4326
pthreads,A,89494000,1,8,8,9.759206,2.750646,2.585525,3.548,0.059318,0.940682,0.014668,0.059318,7.2551,7.5848,0.179259,0.4435
pthreads,A,94601000,1,8,8,10.540289,2.947858,2.77771,3.5756,0.057866,0.942134,0.014201,0.057866,7.2766,7.5949,0.176772,0.4469
serial,A,100000000,1,1,1,11.41697,11.41697,11.257574,1.0,0.013953,0.986047,0.013953,0.013953,1.0,1.0,,1.0
serial,A,20000000,1,1,1,1.207148,1.207148,1.171876,1.0,0.028769,0.971231,0.028769,0.028769,1.0,1.0,,1.0
serial,A,21141000,1,1,1,1.298907,1.298907,1.262074,1.0,0.027867,0.972133,0.027867,0.027867,1.0,1.0,,1.0
serial,A,22347000,1,1,1,1.454272,1.454272,1.3711,1.0,0.02746,0.97254,0.02746,0.02746,1.0,1.0,,1.0
serial,A,23623000,1,1,1,1.71951,1.71951,1.64506,1.0,0.027158,0.972842,0.027158,0.027158,1.0,1.0,,1.0
serial,A,24971000,1,1,1,1.647411,1.647411,1.604661,1.0,0.026584,0.973416,0.026584,0.026584,1.0,1.0,,1.0
serial,A,26396000,1,1,1,1.786891,1.786891,1.739139,1.0,0.026723,0.973277,0.026723,0.026723,1.0,1.0,,1.0
serial,A,27902000,1,1,1,1.964405,1.964405,1.914804,1.0,0.024435,0.975565,0.024435,0.024435,1.0,1.0,,1.0
serial,A,29494000,1,1,1,2.087151,2.087151,2.038097,1.0,0.025468,0.974532,0.025468,0.025468,1.0,1.0,,1.0
serial,B,30000000,1,1,1,2.098305,2.098305,2.048887,1.0,0.023551,0.976449,0.023551,0.023551,1.0,1.0,,1.0
serial,A,31178000,1,1,1,2.221441,2.221441,2.16807,1.0,0.023624,0.976376,0.023624,0.023624,1.0,1.0,,1.0
serial,A,32957000,1,1,1,2.397706,2.397706,2.342887,1.0,0.022881,0.977119,0.022881,0.022881,1.0,1.0,,1.0
serial,A,34838000,1,1,1,2.659446,2.659446,2.591527,1.0,0.022606,0.977394,0.022606,0.022606,1.0,1.0,,1.0
serial,A,36826000,1,1,1,2.813344,2.813344,2.752175,1.0,0.021773,0.978227,0.021773,0.021773,1.0,1.0,,1.0
serial,A,38927000,1,1,1,3.107416,3.107416,3.031752,1.0,0.020876,0.979124,0.020876,0.020876,1.0,1.0,,1.0
serial,A,41149000,1,1,1,3.295881,3.295881,3.226832,1.0,0.02056,0.97944,0.02056,0.02056,1.0,1.0,,1.0
serial,A,43497000,1,1,1,3.532566,3.532566,3.461713,1.0,0.020656,0.979344,0.020656,0.020656,1.0,1.0,,1.0
serial,A,45979000,1,1,1,3.830585,3.830585,3.755736,1.0,0.01955,0.98045,0.01955,0.01955,1.0,1.0,,1.0
serial,A,48603000,1,1,1,4.179367,4.179367,4.099072,1.0,0.01921,0.98079,0.01921,0.01921,1.0,1.0,,1.0
serial,A,51377000,1,1,1,4.473423,4.473423,4.389835,1.0,0.018685,0.981315,0.018685,0.018685,1.0,1.0,,1.0
serial,A,54309000,1,1,1,4.858028,4.858028,4.770198,1.0,0.018108,0.981892,0.018108,0.018108,1.0,1.0,,1.0
serial,A,57408000,1,1,1,5.262513,5.262513,5.168838,1.0,0.0178,0.9822,0.0178,0.0178,1.0,1.0,,1.0
serial,A,60684000,1,1,1,5.728612,5.728612,5.631221,1.0,0.017324,0.982676,0.017324,0.017324,1.0,1.0,,1.0
serial,A,64147000,1,1,1,6.27692,6.27692,6.173451,1.0,0.016586,0.983414,0.016586,0.016586,1.0,1.0,,1.0
serial,A,67808000,1,1,1,6.602466,6.602466,6.492963,1.0,0.016585,0.983415,0.016585,0.016585,1.0,1.0,,1.0
serial,A,71677000,1,1,1,7.162235,7.162235,7.048677,1.0,0.01599,0.98401,0.01599,0.01599,1.0,1.0,,1.0
serial,A,75768000,1,1,1,7.716722,7.716722,7.597016,1.0,0.015799,0.984201,0.015799,0.015799,1.0,1.0,,1.0
serial,A,80092000,1,1,1,8.497212,8.497212,8.368489,1.0,0.015149,0.984851,0.015149,0.015149,1.0,1.0,,1.0
serial,A,84662000,1,1,1,9.083967,9.083967,8.946784,1.0,0.015102,0.984898,0.015102,0.015102,1.0,1.0,,1.0
serial,A,89494000,1,1,1,9.759206,9.759206,9.616015,1.0,0.014668,0.985332,0.014668,0.014668,1.0,1.0,,1.0
serial,A,94601000,1,1,1,10.540289,10.540289,10.390601,1.0,0.014201,0.985799,0.014201,0.014201,1.0,1.0,,1.0
