impl,n,procs,threads,prime_count,t_alloc,t_bcast,t_compute,t_comm,t_sort,t_io,t_total,imbalance,rep,sweep
mpi-dynamic,26396000,16,1,1647664,0.000041,0.000064,0.606929,0.029262,0.076477,0.125082,0.859566,1.020665,1,A
mpi-dynamic,26396000,16,1,1647664,0.000035,0.000061,0.657905,0.028724,0.076850,0.125736,0.902924,1.014646,2,A
mpi-dynamic,26396000,16,1,1647664,0.000045,0.000105,0.589703,0.035204,0.076539,0.124939,0.838777,1.017944,3,A
mpi-dynamic,27902000,16,1,1735706,0.000036,0.000077,0.649295,0.024043,0.079258,0.146712,0.912453,1.018730,1,A
mpi-dynamic,27902000,16,1,1735706,0.000054,0.000030,0.698177,0.031532,0.080565,0.136970,0.969269,1.016261,2,A
mpi-dynamic,27902000,16,1,1735706,0.000043,0.000061,0.658349,0.028986,0.081607,0.136499,0.927793,1.017925,3,A
mpi-dynamic,29494000,16,1,1828356,0.000036,0.000053,0.731249,0.029655,0.085400,0.143852,0.992866,1.017410,1,A
mpi-dynamic,29494000,16,1,1828356,0.000029,0.000071,0.677572,0.029684,0.084395,0.140752,0.935845,1.017194,2,A
mpi-dynamic,29494000,16,1,1828356,0.000037,0.000043,0.729296,0.026651,0.085153,0.143366,1.000963,1.015142,3,A
mpi-dynamic,31178000,16,1,1926228,0.000038,0.000094,0.758118,0.029365,0.090917,0.147219,1.037499,1.017324,1,A
mpi-dynamic,31178000,16,1,1926228,0.000045,0.000055,0.766956,0.022912,0.090259,0.146926,1.039780,1.014644,2,A
mpi-dynamic,31178000,16,1,1926228,0.000042,0.000060,0.763080,0.028726,0.095398,0.158891,1.068407,1.014545,3,A
mpi-dynamic,32957000,16,1,2029180,0.000036,0.000057,0.838533,0.027656,0.094188,0.161039,1.133512,1.013487,1,A
mpi-dynamic,32957000,16,1,2029180,0.000062,0.000062,0.792471,0.032240,0.095619,0.162235,1.098423,1.012631,2,A
mpi-dynamic,32957000,16,1,2029180,0.000060,0.000070,0.851685,0.034509,0.095624,0.156126,1.149444,1.012329,3,A
mpi-dynamic,34838000,16,1,2137395,0.000046,0.000037,0.915953,0.031438,0.101110,0.162495,1.232855,1.013347,1,A
mpi-dynamic,34838000,16,1,2137395,0.000038,0.000040,0.858017,0.031798,0.104915,0.167527,1.174702,1.013443,2,A
mpi-dynamic,34838000,16,1,2137395,0.000037,0.000045,0.864877,0.035234,0.101310,0.162660,1.186251,1.012407,3,A
mpi-dynamic,36826000,16,1,2251737,0.000045,0.000064,0.930745,0.034494,0.109565,0.184266,1.271091,1.012613,1,A
mpi-dynamic,36826000,16,1,2251737,0.000040,0.000065,0.929959,0.038945,0.105627,0.169510,1.266439,1.012071,2,A
mpi-dynamic,36826000,16,1,2251737,0.000042,0.000058,0.922356,0.033923,0.105143,0.169132,1.243503,1.012625,3,A
mpi-dynamic,38927000,16,1,2372254,0.000035,0.000052,0.995332,0.040951,0.111191,0.176883,1.346682,1.010933,1,A
mpi-dynamic,38927000,16,1,2372254,0.000040,0.000056,1.005586,0.039581,0.111268,0.178843,1.357404,1.011937,2,A
mpi-dynamic,38927000,16,1,2372254,0.000039,0.000027,0.990246,0.032279,0.111273,0.177809,1.333735,1.011336,3,A
mpi-dynamic,41149000,16,1,2499290,0.000036,0.000070,1.087097,0.041891,0.117640,0.188887,1.447408,1.010689,1,A
mpi-dynamic,41149000,16,1,2499290,0.000037,0.000054,1.071335,0.042500,0.117943,0.186520,1.431136,1.009824,2,A
mpi-dynamic,41149000,16,1,2499290,0.000035,0.000057,1.074038,0.035867,0.118428,0.186050,1.417428,1.010898,3,A
mpi-dynamic,43497000,16,1,2632821,0.000037,0.000059,1.173750,0.037286,0.126196,0.219467,1.578674,1.009963,1,A
mpi-dynamic,43497000,16,1,2632821,0.000037,0.000031,1.207891,0.032911,0.125257,0.195521,1.583711,1.009423,2,A
mpi-dynamic,43497000,16,1,2632821,0.000048,0.000072,1.183236,0.031156,0.125114,0.201779,1.553645,1.008887,3,A
