impl,n,procs,threads,prime_count,t_alloc,t_bcast,t_compute,t_lsort,t_comm,t_sort,t_io,t_total,imbalance,workers,rep,sweep
hybrid-dynamic,26396000,4,16,1647664,0.000075,0.000040,0.251406,0.032205,0.021285,0.068087,0.156366,0.550373,1.004417,64,2,A
hybrid-dynamic,26396000,4,16,1647664,0.000081,0.000047,0.294580,0.037437,0.022770,0.071189,0.150077,0.596612,1.007235,64,3,A
hybrid-dynamic,27902000,4,16,1735706,0.000077,0.000037,0.255636,0.036210,0.025150,0.072353,0.148125,0.558042,1.004038,64,1,A
hybrid-dynamic,27902000,4,16,1735706,0.000094,0.000023,0.254777,0.032726,0.024816,0.071566,0.148367,0.552146,1.006921,64,2,A
hybrid-dynamic,27902000,4,16,1735706,0.000085,0.000047,0.468002,0.035427,0.017902,0.072053,0.143476,0.772466,1.003366,64,3,A
hybrid-dynamic,29494000,4,16,1828356,0.000078,0.000027,0.412869,0.029364,0.023559,0.075975,0.188501,0.750351,1.004653,64,1,A
hybrid-dynamic,29494000,4,16,1828356,0.000073,0.000036,0.402347,0.031014,0.024596,0.077439,0.177183,0.734265,1.002003,64,2,A
hybrid-dynamic,29494000,4,16,1828356,0.000080,0.000051,0.500096,0.037191,0.025631,0.076996,0.179656,0.840652,1.003974,64,3,A
hybrid-dynamic,31178000,4,16,1926228,0.000100,0.000040,0.296696,0.034818,0.023637,0.082246,0.188522,0.644944,1.008858,64,1,A
hybrid-dynamic,31178000,4,16,1926228,0.000082,0.000028,0.296733,0.043107,0.017658,0.083811,0.198775,0.661487,1.004685,64,2,A
hybrid-dynamic,31178000,4,16,1926228,0.000079,0.000040,0.405055,0.052499,0.021825,0.081072,0.197848,0.780340,1.001115,64,3,A
hybrid-dynamic,32957000,4,16,2029180,0.000075,0.000022,0.410808,0.050668,0.037931,0.084243,0.204549,0.805449,1.016052,64,1,A
hybrid-dynamic,32957000,4,16,2029180,0.000077,0.000026,0.401850,0.051539,0.016707,0.087023,0.194105,0.771960,1.004423,64,2,A
hybrid-dynamic,32957000,4,16,2029180,0.000079,0.000024,0.387171,0.048630,0.021189,0.086893,0.200937,0.765448,1.005533,64,3,A
hybrid-dynamic,34838000,4,16,2137395,0.000079,0.000044,0.353281,0.040002,0.026571,0.091141,0.216578,0.746770,1.008189,64,1,A
hybrid-dynamic,34838000,4,16,2137395,0.000084,0.000035,0.336095,0.039893,0.026593,0.092158,0.198184,0.713787,1.001964,64,2,A
hybrid-dynamic,34838000,4,16,2137395,0.000078,0.000039,0.383918,0.047251,0.025082,0.091795,0.184349,0.754234,1.002677,64,3,A
hybrid-dynamic,36826000,4,16,2251737,0.000075,0.000031,0.314118,0.039147,0.019676,0.110236,0.221163,0.724959,1.003018,64,1,A
hybrid-dynamic,36826000,4,16,2251737,0.000098,0.000031,0.476988,0.057666,0.021949,0.128164,0.257090,0.957325,1.013108,64,2,A
hybrid-dynamic,36826000,4,16,2251737,0.000096,0.000036,0.385996,0.045162,0.029751,0.097846,0.206119,0.793895,1.010404,64,3,A
hybrid-dynamic,38927000,4,16,2372254,0.000074,0.000034,0.479851,0.054455,0.026366,0.098230,0.229530,0.907726,1.004955,64,1,A
hybrid-dynamic,38927000,4,16,2372254,0.000079,0.000031,0.497977,0.054603,0.033318,0.102268,0.225226,0.944279,1.004084,64,2,A
hybrid-dynamic,38927000,4,16,2372254,0.000085,0.000047,0.543968,0.042010,0.026538,0.100281,0.235303,0.968469,1.003758,64,3,A
hybrid-dynamic,41149000,4,16,2499290,0.000077,0.000045,0.602618,0.051404,0.036384,0.105070,0.269860,1.086957,1.001693,64,1,A
hybrid-dynamic,41149000,4,16,2499290,0.000078,0.000030,0.569038,0.058814,0.032142,0.106425,0.241542,1.029832,1.004203,64,2,A
hybrid-dynamic,41149000,4,16,2499290,0.000077,0.000022,0.665122,0.045308,0.032032,0.107580,0.216252,1.087247,1.003369,64,3,A
hybrid-dynamic,43497000,4,16,2632821,0.000073,0.000019,0.461835,0.051573,0.027316,0.112872,0.309624,0.982571,1.005211,64,1,A
hybrid-dynamic,43497000,4,16,2632821,0.000072,0.000036,0.462867,0.049504,0.033816,0.112125,0.248051,0.938099,1.004975,64,2,A
hybrid-dynamic,43497000,4,16,2632821,0.000080,0.000039,0.461806,0.049294,0.029925,0.111951,0.236498,0.909524,1.007338,64,3,A
