impl,n,procs,threads,prime_count,t_alloc,t_bcast,t_compute,t_comm,t_sort,t_io,t_total,imbalance,rep,sweep
mpi-dynamic,80092000,16,1,4674432,0.000062,0.000059,2.754894,0.062963,0.232298,0.338231,3.390605,1.004356,2,A
mpi-dynamic,80092000,16,1,4674432,0.000043,0.000056,2.758971,0.072195,0.235587,0.342847,3.421714,1.004258,3,A
mpi-dynamic,84662000,16,1,4925254,0.000041,0.000077,2.968045,0.084702,0.250737,0.358966,3.684144,1.004242,1,A
mpi-dynamic,84662000,16,1,4925254,0.000042,0.000035,2.976729,0.085431,0.246961,0.359555,3.690376,1.004153,2,A
mpi-dynamic,84662000,16,1,4925254,0.000050,0.000031,2.951006,0.072096,0.246542,0.355607,3.636273,1.004228,3,A
mpi-dynamic,89494000,16,1,5189503,0.000039,0.000052,3.224461,0.082346,0.260733,0.391237,3.980759,1.003813,1,A
mpi-dynamic,89494000,16,1,5189503,0.000052,0.000053,3.200952,0.086327,0.256841,0.376885,3.943228,1.003838,2,A
mpi-dynamic,89494000,16,1,5189503,0.000043,0.000045,3.225442,0.062237,0.258708,0.380169,3.948600,1.003702,3,A
mpi-dynamic,94601000,16,1,5467880,0.000032,0.000048,3.475968,0.072862,0.271418,0.399052,4.222396,1.003351,1,A
mpi-dynamic,94601000,16,1,5467880,0.000044,0.000051,3.440420,0.072938,0.269764,0.401541,4.197316,1.003216,2,A
mpi-dynamic,94601000,16,1,5467880,0.000033,0.000077,3.495966,0.073474,0.270213,0.392763,4.244650,1.003553,3,A
mpi-dynamic,100000000,16,1,5761455,0.000043,0.000056,3.864712,0.082174,0.287156,0.433176,4.680204,1.003193,1,A
mpi-dynamic,100000000,16,1,5761455,0.000075,0.000078,3.804204,0.082947,0.288274,0.428882,4.616489,1.003277,2,A
mpi-dynamic,100000000,16,1,5761455,0.000048,0.000040,3.789045,0.083348,0.289843,0.461916,4.645568,1.003287,3,A
