impl,n,procs,threads,prime_count,t_alloc,t_compute,t_merge,t_io,t_total,rep,sweep
serial,60684000,1,1,3600335,0.000053,26.081430,0.000000,0.315183,26.396671,2,A
pthreads,60684000,1,16,3600335,0.000113,2.302606,0.004725,0.358370,2.665820,2,A
openmp-dynamic-4096,60684000,1,16,3600335,0.000030,1.643675,0.069478,0.344881,2.058070,2,A
serial,60684000,1,1,3600335,0.000054,26.095360,0.000000,0.315300,26.410719,3,A
pthreads,60684000,1,16,3600335,0.000125,2.296281,0.005958,0.368704,2.671073,3,A
openmp-dynamic-4096,60684000,1,16,3600335,0.000041,1.904412,0.070606,0.362715,2.337780,3,A
serial,64147000,1,1,3793289,0.000055,28.220834,0.000000,0.374876,28.595769,1,A
pthreads,64147000,1,16,3793289,0.000161,2.492916,0.005172,0.356354,2.854606,1,A
openmp-dynamic-4096,64147000,1,16,3793289,0.000033,1.773830,0.072478,0.336188,2.182534,1,A
serial,64147000,1,1,3793289,0.000057,28.748002,0.000000,0.345608,29.093673,2,A
pthreads,64147000,1,16,3793289,0.000116,2.493968,0.005283,0.381849,2.881221,2,A
openmp-dynamic-4096,64147000,1,16,3793289,0.000031,1.773677,0.073220,0.378749,2.225682,2,A
serial,64147000,1,1,3793289,0.000053,28.257034,0.000000,0.413727,28.670819,3,A
pthreads,64147000,1,16,3793289,0.000115,2.487107,0.005065,0.381824,2.874116,3,A
openmp-dynamic-4096,64147000,1,16,3793289,0.000030,1.777623,0.072781,0.418056,2.268495,3,A
serial,67808000,1,1,3996668,0.000055,30.545764,0.000000,0.524926,31.070748,1,A
pthreads,67808000,1,16,3996668,0.000108,2.694817,0.005922,0.443575,3.144427,1,A
openmp-dynamic-4096,67808000,1,16,3996668,0.000042,1.922855,0.077156,0.435866,2.435923,1,A
serial,67808000,1,1,3996668,0.000056,30.555567,0.000000,0.465337,31.020965,2,A
pthreads,67808000,1,16,3996668,0.000112,2.701919,0.004552,0.407696,3.114284,2,A
openmp-dynamic-4096,67808000,1,16,3996668,0.000052,1.918531,0.078225,0.401833,2.398646,2,A
serial,67808000,1,1,3996668,0.000056,30.581742,0.000000,0.400562,30.982365,3,A
pthreads,67808000,1,16,3996668,0.000124,2.743628,0.004326,0.384012,3.132094,3,A
openmp-dynamic-4096,67808000,1,16,3996668,0.000028,2.361351,0.080564,0.457508,2.899455,3,A
serial,71677000,1,1,4210896,0.000056,33.101061,0.000000,0.451069,33.552190,1,A
pthreads,71677000,1,16,4210896,0.000111,2.941503,0.005045,0.538733,3.485397,1,A
openmp-dynamic-4096,71677000,1,16,4210896,0.000029,2.204376,0.081344,0.468843,2.754596,1,A
serial,71677000,1,1,4210896,0.000064,33.249453,0.000000,0.377833,33.627356,2,A
pthreads,71677000,1,16,4210896,0.000137,3.009013,0.004948,0.379536,3.393638,2,A
openmp-dynamic-4096,71677000,1,16,4210896,0.000033,2.164293,0.085103,0.369298,2.618732,2,A
serial,71677000,1,1,4210896,0.000060,33.080519,0.000000,0.570582,33.651166,3,A
pthreads,71677000,1,16,4210896,0.000118,3.097231,0.005778,0.523100,3.626233,3,A
openmp-dynamic-4096,71677000,1,16,4210896,0.000032,2.077631,0.081116,0.497645,2.656428,3,A
serial,75768000,1,1,4436716,0.000060,36.368538,0.000000,0.433553,36.802155,1,A
pthreads,75768000,1,16,4436716,0.000121,3.158055,0.005265,0.384718,3.548163,1,A
openmp-dynamic-4096,75768000,1,16,4436716,0.000030,2.730644,0.086085,0.458292,3.275055,1,A
serial,75768000,1,1,4436716,0.000064,36.094554,0.000000,0.510245,36.604868,2,A
pthreads,75768000,1,16,4436716,0.000113,3.525984,0.005183,0.586778,4.118063,2,A
openmp-dynamic-4096,75768000,1,16,4436716,0.000030,2.254870,0.086181,0.548622,2.889707,2,A
serial,75768000,1,1,4436716,0.000052,35.796411,0.000000,0.431612,36.228078,3,A
pthreads,75768000,1,16,4436716,0.000112,3.166517,0.005168,0.449933,3.621735,3,A
openmp-dynamic-4096,75768000,1,16,4436716,0.000030,2.254902,0.086201,0.507560,2.848696,3,A
serial,80092000,1,1,4674432,0.000052,38.749424,0.000000,0.470852,39.220334,1,A
pthreads,80092000,1,16,4674432,0.000119,3.416804,0.005707,0.411916,3.834552,1,A
openmp-dynamic-4096,80092000,1,16,4674432,0.000030,2.437673,0.090749,0.463072,2.991528,1,A
serial,80092000,1,1,4674432,0.000055,38.764195,0.000000,0.538910,39.303165,2,A
pthreads,80092000,1,16,4674432,0.000107,3.435853,0.005665,0.507118,3.948748,2,A
openmp-dynamic-4096,80092000,1,16,4674432,0.000028,2.438010,0.091093,0.544108,3.073243,2,A
serial,80092000,1,1,4674432,0.000053,38.747239,0.000000,0.471658,39.218954,3,A
pthreads,80092000,1,16,4674432,0.000107,3.419304,0.006016,0.466646,3.892077,3,A
openmp-dynamic-4096,80092000,1,16,4674432,0.000029,2.430362,0.090815,0.479026,3.000237,3,A
serial,84662000,1,1,4925254,0.000055,41.958283,0.000000,0.489261,42.447603,1,A
pthreads,84662000,1,16,4925254,0.000138,4.674046,0.005557,0.421737,5.101483,1,A
openmp-dynamic-4096,84662000,1,16,4925254,0.000031,2.852138,0.102914,0.462672,3.417761,1,A
serial,84662000,1,1,4925254,0.000082,41.971192,0.000000,0.420648,42.391926,2,A
pthreads,84662000,1,16,4925254,0.000125,3.713205,0.005390,0.413271,4.131996,2,A
openmp-dynamic-4096,84662000,1,16,4925254,0.000030,2.719444,0.095735,0.455493,3.270707,2,A
serial,84662000,1,1,4925254,0.000053,41.947493,0.000000,0.469429,42.416980,3,A
pthreads,84662000,1,16,4925254,0.000130,3.716240,0.005453,0.504332,4.226159,3,A
openmp-dynamic-4096,84662000,1,16,4925254,0.000031,2.755923,0.096396,0.452861,3.305217,3,A
serial,89494000,1,1,5189503,0.000053,45.420954,0.000000,0.544598,45.965610,1,A
pthreads,89494000,1,16,5189503,0.000129,5.612551,0.006351,0.647551,6.266586,1,A
openmp-dynamic-4096,89494000,1,16,5189503,0.000030,2.987988,0.100821,0.504309,3.593153,1,A
serial,89494000,1,1,5189503,0.000074,45.419224,0.000000,0.457921,45.877224,2,A
pthreads,89494000,1,16,5189503,0.000119,4.242989,0.006160,0.521233,4.770506,2,A
openmp-dynamic-4096,89494000,1,16,5189503,0.000029,3.198896,0.101052,0.458151,3.758133,2,A
serial,89494000,1,1,5189503,0.000055,45.435359,0.000000,0.403773,45.839192,3,A
pthreads,89494000,1,16,5189503,0.000106,4.021863,0.005700,0.443506,4.471179,3,A
openmp-dynamic-4096,89494000,1,16,5189503,0.000029,2.846143,0.101214,0.465600,3.412990,3,A
serial,94601000,1,1,5467880,0.000064,49.153753,0.000000,0.461883,49.615705,1,A
pthreads,94601000,1,16,5467880,0.000113,4.334446,0.006334,0.484039,4.824935,1,A
openmp-dynamic-4096,94601000,1,16,5467880,0.000030,3.085626,0.106038,0.497554,3.689253,1,A
serial,94601000,1,1,5467880,0.000054,49.157269,0.000000,0.486758,49.644085,2,A
pthreads,94601000,1,16,5467880,0.000112,4.336127,0.006342,0.535097,4.877683,2,A
openmp-dynamic-4096,94601000,1,16,5467880,0.000032,3.760586,0.109375,0.492416,4.362414,2,A
serial,94601000,1,1,5467880,0.000077,50.892230,0.000000,0.443954,51.336267,3,A
pthreads,94601000,1,16,5467880,0.000114,4.340667,0.006042,0.499331,4.846160,3,A
openmp-dynamic-4096,94601000,1,16,5467880,0.000031,3.087157,0.106812,0.483818,3.677823,3,A
serial,100000000,1,1,5761455,0.000055,53.286765,0.000000,0.450264,53.737088,1,A
pthreads,100000000,1,16,5761455,0.000109,5.025812,0.009196,0.484911,5.520032,1,A
openmp-dynamic-4096,100000000,1,16,5761455,0.000029,4.652239,0.210292,0.508140,5.370707,1,A
