impl,n,procs,threads,prime_count,t_alloc,t_compute,t_merge,t_io,t_total,rep,sweep
openmp-dynamic-4096,30000000,1,6,1857859,0.000039,1.601297,0.035843,0.182147,1.819332,2,B
pthreads,30000000,1,6,1857859,0.000081,2.188319,0.003519,0.182294,2.374218,3,B
openmp-dynamic-4096,30000000,1,6,1857859,0.000028,1.646864,0.035848,0.185897,1.868641,3,B
pthreads,30000000,1,8,1857859,0.000100,1.675958,0.003188,0.176790,1.856041,1,B
openmp-dynamic-4096,30000000,1,8,1857859,0.000037,1.200930,0.035903,0.188849,1.425724,1,B
pthreads,30000000,1,8,1857859,0.000119,1.659951,0.003443,0.167814,1.831331,2,B
openmp-dynamic-4096,30000000,1,8,1857859,0.000036,1.219378,0.035870,0.158888,1.414177,2,B
pthreads,30000000,1,8,1857859,0.000077,1.675216,0.003803,0.169823,1.848923,3,B
openmp-dynamic-4096,30000000,1,8,1857859,0.000035,1.202012,0.036182,0.164229,1.402462,3,B
pthreads,30000000,1,10,1857859,0.000116,1.344464,0.003758,0.151635,1.499978,1,B
openmp-dynamic-4096,30000000,1,10,1857859,0.000035,0.964693,0.036662,0.157115,1.158510,1,B
pthreads,30000000,1,10,1857859,0.000085,1.338166,0.003863,0.167513,1.509631,2,B
openmp-dynamic-4096,30000000,1,10,1857859,0.000043,0.960912,0.036001,0.185244,1.182206,2,B
pthreads,30000000,1,10,1857859,0.000097,1.367215,0.003987,0.168617,1.539921,3,B
openmp-dynamic-4096,30000000,1,10,1857859,0.000037,0.975588,0.037519,0.168395,1.181543,3,B
pthreads,30000000,1,12,1857859,0.000260,1.125348,0.003951,0.164972,1.294534,1,B
openmp-dynamic-4096,30000000,1,12,1857859,0.000039,0.807853,0.037727,0.180801,1.026425,1,B
pthreads,30000000,1,12,1857859,0.000683,1.124557,0.003231,0.205496,1.333973,2,B
openmp-dynamic-4096,30000000,1,12,1857859,0.000034,0.813907,0.037415,0.238889,1.090250,2,B
pthreads,30000000,1,12,1857859,0.000275,1.144268,0.003593,0.209836,1.357976,3,B
openmp-dynamic-4096,30000000,1,12,1857859,0.000035,0.803047,0.037865,0.192978,1.033931,3,B
pthreads,30000000,1,14,1857859,0.000106,0.961144,0.003282,0.181557,1.146093,1,B
openmp-dynamic-4096,30000000,1,14,1857859,0.000031,0.692299,0.037091,0.160073,0.889498,1,B
pthreads,30000000,1,14,1857859,0.000123,0.967507,0.003733,0.162721,1.134089,2,B
openmp-dynamic-4096,30000000,1,14,1857859,0.000033,0.691178,0.036866,0.167079,0.895162,2,B
pthreads,30000000,1,14,1857859,0.000176,0.964396,0.003506,0.178641,1.146725,3,B
openmp-dynamic-4096,30000000,1,14,1857859,0.000033,0.690551,0.035916,0.172021,0.898526,3,B
pthreads,30000000,1,16,1857859,0.000132,0.853439,0.003372,0.187164,1.044110,1,B
openmp-dynamic-4096,30000000,1,16,1857859,0.000033,0.659788,0.036190,0.158555,0.854571,1,B
pthreads,30000000,1,16,1857859,0.000120,0.860669,0.003536,0.158448,1.022777,2,B
openmp-dynamic-4096,30000000,1,16,1857859,0.000035,0.613277,0.036948,0.161933,0.812197,2,B
pthreads,30000000,1,16,1857859,0.000138,0.857057,0.003643,0.177599,1.038442,3,B
openmp-dynamic-4096,30000000,1,16,1857859,0.000045,0.613298,0.036934,0.163864,0.814147,3,B
openmp-static-0,30000000,1,16,1857859,0.000039,0.885690,0.037002,0.164002,1.086739,1,C
openmp-static-0,30000000,1,16,1857859,0.000033,0.854098,0.036704,0.175158,1.065998,2,C
openmp-static-0,30000000,1,16,1857859,0.000029,0.855273,0.039654,0.173015,1.067975,3,C
openmp-static-4096,30000000,1,16,1857859,0.000025,0.622810,0.036268,0.188918,0.848025,1,C
openmp-static-4096,30000000,1,16,1857859,0.000034,0.622383,0.037710,0.175613,0.835746,2,C
openmp-static-4096,30000000,1,16,1857859,0.000032,0.645344,0.037609,0.192350,0.875341,3,C
openmp-dynamic-4096,30000000,1,16,1857859,0.000030,0.611980,0.036393,0.209027,0.857435,1,C
openmp-dynamic-4096,30000000,1,16,1857859,0.000041,0.607308,0.037861,0.193841,0.839056,2,C
openmp-dynamic-4096,30000000,1,16,1857859,0.000032,0.612709,0.036450,0.189063,0.838261,3,C
openmp-guided-0,30000000,1,16,1857859,0.000035,0.606100,0.038048,0.220737,0.864927,1,C
openmp-guided-0,30000000,1,16,1857859,0.000034,0.611067,0.037011,0.183451,0.831568,2,C
openmp-guided-0,30000000,1,16,1857859,0.000048,0.612563,0.036279,0.208218,0.857128,3,C
