impl,sweep,n,procs,threads,workers,t_serial_ref,t_total_median,t_compute_median,speedup_empirical,serial_fraction,parallel_fraction,serial_fraction_amdahl,serial_fraction_gustafson,speedup_amdahl,speedup_gustafson,karp_flatt,efficiency
pthreads,A,84662000,1,16,16,42.284353,4.076733,3.722002,10.3721,0.086875,0.913125,0.007717,0.086875,14.34,14.6969,0.036173,0.6483
pthreads,A,89494000,1,16,16,45.779706,4.404169,4.024724,10.3946,0.086435,0.913565,0.007539,0.086435,14.3746,14.7035,0.03595,0.6497
pthreads,A,94601000,1,16,16,49.532359,4.790419,4.390714,10.3399,0.083438,0.916562,0.007445,0.083438,14.3927,14.7484,0.036494,0.6462
serial,A,100000000,1,1,1,53.720023,53.644201,53.248082,1.0014,0.007318,0.992682,0.009013,0.007318,1.0,1.0,,1.0014
serial,B,100000000,1,1,1,53.720023,53.773308,53.244309,0.999,0.009275,0.990725,0.009013,0.009275,1.0,1.0,,0.999
serial,A,20000000,1,1,1,5.488615,5.488615,5.372105,1.0,0.021227,0.978773,0.021227,0.021227,1.0,1.0,,1.0
serial,A,21141000,1,1,1,5.937851,5.937851,5.818602,1.0,0.020489,0.979511,0.020489,0.020489,1.0,1.0,,1.0
serial,A,22347000,1,1,1,6.425766,6.425766,6.300174,1.0,0.019574,0.980426,0.019574,0.019574,1.0,1.0,,1.0
serial,A,23623000,1,1,1,6.957785,6.957785,6.809302,1.0,0.020804,0.979196,0.020804,0.020804,1.0,1.0,,1.0
serial,A,24971000,1,1,1,7.512511,7.512511,7.377551,1.0,0.017964,0.982036,0.017964,0.017964,1.0,1.0,,1.0
serial,A,26396000,1,1,1,8.154228,8.154228,7.984997,1.0,0.021284,0.978716,0.021284,0.021284,1.0,1.0,,1.0
serial,A,27902000,1,1,1,8.803959,8.803959,8.625256,1.0,0.020163,0.979837,0.020163,0.020163,1.0,1.0,,1.0
serial,A,29494000,1,1,1,9.524709,9.524709,9.342812,1.0,0.01988,0.98012,0.01988,0.01988,1.0,1.0,,1.0
serial,A,31178000,1,1,1,10.305868,10.305868,10.105047,1.0,0.019485,0.980515,0.019485,0.019485,1.0,1.0,,1.0
serial,A,32957000,1,1,1,11.128307,11.128307,10.929724,1.0,0.017691,0.982309,0.017691,0.017691,1.0,1.0,,1.0
serial,A,34838000,1,1,1,12.039269,12.039269,11.842535,1.0,0.016402,0.983598,0.016402,0.016402,1.0,1.0,,1.0
serial,A,36826000,1,1,1,13.000497,13.000497,12.822048,1.0,0.013726,0.986274,0.013726,0.013726,1.0,1.0,,1.0
serial,A,38927000,1,1,1,14.064431,14.064431,13.856482,1.0,0.014785,0.985215,0.014785,0.014785,1.0,1.0,,1.0
serial,A,41149000,1,1,1,15.23315,15.23315,15.004234,1.0,0.015027,0.984973,0.015027,0.015027,1.0,1.0,,1.0
serial,A,43497000,1,1,1,16.481072,16.481072,16.244186,1.0,0.014317,0.985683,0.014317,0.014317,1.0,1.0,,1.0
serial,A,45979000,1,1,1,17.835452,17.835452,17.574997,1.0,0.01493,0.98507,0.01493,0.01493,1.0,1.0,,1.0
serial,A,48603000,1,1,1,19.307003,19.307003,19.009535,1.0,0.015407,0.984593,0.015407,0.015407,1.0,1.0,,1.0
serial,A,51377000,1,1,1,20.865742,20.865742,20.570291,1.0,0.014276,0.985724,0.014276,0.014276,1.0,1.0,,1.0
serial,A,54309000,1,1,1,22.976205,22.976205,22.536016,1.0,0.017543,0.982457,0.017543,0.017543,1.0,1.0,,1.0
serial,A,57408000,1,1,1,24.451163,24.451163,24.129839,1.0,0.01308,0.98692,0.01308,0.01308,1.0,1.0,,1.0
serial,A,60684000,1,1,1,26.449633,26.449633,26.093759,1.0,0.012167,0.987833,0.012167,0.012167,1.0,1.0,,1.0
serial,A,64147000,1,1,1,28.592261,28.592261,28.288066,1.0,0.01092,0.98908,0.01092,0.01092,1.0,1.0,,1.0
serial,A,67808000,1,1,1,30.934353,30.934353,30.581981,1.0,0.011065,0.988935,0.011065,0.011065,1.0,1.0,,1.0
serial,A,71677000,1,1,1,33.44491,33.44491,33.084026,1.0,0.010952,0.989048,0.010952,0.010952,1.0,1.0,,1.0
serial,A,75768000,1,1,1,36.27798,36.27798,35.833376,1.0,0.011687,0.988313,0.011687,0.011687,1.0,1.0,,1.0
serial,A,80092000,1,1,1,39.105084,39.105084,38.767181,1.0,0.008423,0.991577,0.008423,0.008423,1.0,1.0,,1.0
serial,A,84662000,1,1,1,42.284353,42.284353,41.95837,1.0,0.007717,0.992283,0.007717,0.007717,1.0,1.0,,1.0
serial,A,89494000,1,1,1,45.779706,45.779706,45.433982,1.0,0.007539,0.992461,0.007539,0.007539,1.0,1.0,,1.0
serial,A,94601000,1,1,1,49.532359,49.532359,49.16566,1.0,0.007445,0.992555,0.007445,0.007445,1.0,1.0,,1.0
