impl,n,procs,threads,prime_count,t_alloc,t_bcast,t_compute,t_lsort,t_comm,t_sort,t_io,t_total,imbalance,workers,rep,sweep
hybrid-dynamic,29494000,4,2,1828356,0.000009,0.000001,0.652919,0.011616,0.001515,0.026291,0.059173,0.753024,1.000669,8,1,A
hybrid-dynamic,29494000,4,2,1828356,0.000010,0.000000,0.665300,0.010579,0.002120,0.026065,0.059311,0.763420,1.000900,8,2,A
hybrid-dynamic,29494000,4,2,1828356,0.000009,0.000001,0.723290,0.011756,0.002078,0.026357,0.059904,0.825320,1.000895,8,3,A
hybrid-dynamic,31178000,4,2,1926228,0.000011,0.000000,0.712455,0.013457,0.001561,0.028450,0.062232,0.820568,1.000379,8,1,A
hybrid-dynamic,31178000,4,2,1926228,0.000009,0.000000,0.729822,0.012892,0.001319,0.027728,0.062480,0.836175,1.000534,8,2,A
hybrid-dynamic,31178000,4,2,1926228,0.000009,0.000000,0.720847,0.011924,0.002023,0.028152,0.063446,0.826966,1.001573,8,3,A
hybrid-dynamic,32957000,4,2,2029180,0.000008,0.000000,0.771684,0.012942,0.001672,0.029198,0.065558,0.881755,1.000082,8,1,A
hybrid-dynamic,32957000,4,2,2029180,0.000009,0.000001,0.801455,0.013245,0.001698,0.029160,0.067269,0.912841,1.000081,8,2,A
hybrid-dynamic,32957000,4,2,2029180,0.000017,0.000001,0.895285,0.012532,0.001640,0.030112,0.067786,1.007414,1.000761,8,3,A
hybrid-dynamic,34838000,4,2,2137395,0.000009,0.000000,0.842581,0.015482,0.001409,0.031905,0.069628,0.963668,1.000239,8,1,A
hybrid-dynamic,34838000,4,2,2137395,0.000008,0.000001,0.861151,0.015133,0.001913,0.034202,0.073636,0.986063,1.000513,8,2,A
hybrid-dynamic,34838000,4,2,2137395,0.000010,0.000001,0.871948,0.013607,0.001512,0.031471,0.069422,0.989003,1.000811,8,3,A
hybrid-dynamic,36826000,4,2,2251737,0.000009,0.000000,0.925892,0.013205,0.001692,0.032442,0.073128,1.052472,1.000543,8,1,A
hybrid-dynamic,36826000,4,2,2251737,0.000011,0.000011,0.988314,0.013320,0.001469,0.033118,0.074678,1.112946,1.000577,8,2,A
hybrid-dynamic,36826000,4,2,2251737,0.000008,0.000000,0.938222,0.014779,0.001596,0.032450,0.074858,1.061998,1.000793,8,3,A
hybrid-dynamic,38927000,4,2,2372254,0.000009,0.000001,1.172661,0.013734,0.001937,0.034607,0.081413,1.304969,1.001232,8,1,A
hybrid-dynamic,38927000,4,2,2372254,0.000010,0.000001,1.160594,0.012392,0.002573,0.036676,0.111239,1.326455,1.001298,8,2,A
hybrid-dynamic,38927000,4,2,2372254,0.000014,0.000001,1.203861,0.012138,0.002208,0.036498,0.088281,1.343038,1.000084,8,3,A
hybrid-dynamic,41149000,4,2,2499290,0.000010,0.000001,1.048941,0.013499,0.001851,0.037089,0.081122,1.182542,1.000311,8,1,A
hybrid-dynamic,41149000,4,2,2499290,0.000009,0.000000,1.068473,0.013628,0.001830,0.037557,0.081588,1.203119,1.000734,8,2,A
hybrid-dynamic,41149000,4,2,2499290,0.000009,0.000000,1.103782,0.013466,0.001758,0.038806,0.088091,1.250024,1.000466,8,3,A
hybrid-dynamic,43497000,4,2,2632821,0.000013,0.000000,1.227939,0.016941,0.002834,0.040484,0.089333,1.378600,1.001861,8,1,A
hybrid-dynamic,43497000,4,2,2632821,0.000010,0.000000,1.164338,0.016104,0.001591,0.040128,0.086770,1.308504,1.000458,8,2,A
hybrid-dynamic,43497000,4,2,2632821,0.000010,0.000000,1.273026,0.017231,0.001604,0.044166,0.091433,1.428934,1.000573,8,3,A
hybrid-dynamic,45979000,4,2,2773856,0.000012,0.000000,1.280407,0.015582,0.002086,0.043485,0.089920,1.433756,1.000248,8,1,A
hybrid-dynamic,45979000,4,2,2773856,0.000009,0.000000,1.293130,0.018553,0.002388,0.044515,0.106356,1.465016,1.000272,8,2,A
hybrid-dynamic,45979000,4,2,2773856,0.000009,0.000001,1.499639,0.019048,0.002378,0.060722,0.108140,1.690662,1.000159,8,3,A
hybrid-dynamic,48603000,4,2,2922171,0.000009,0.000000,1.395817,0.019062,0.002005,0.045602,0.095510,1.559616,1.000406,8,1,A
hybrid-dynamic,48603000,4,2,2922171,0.000010,0.000000,1.472542,0.018066,0.002315,0.050570,0.104477,1.647966,1.000280,8,2,A
hybrid-dynamic,48603000,4,2,2922171,0.000011,0.000001,1.727007,0.018610,0.001643,0.054165,0.112205,1.913368,1.000687,8,3,A
hybrid-dynamic,51377000,4,2,3078697,0.000011,0.000000,1.458348,0.018064,0.001731,0.045532,0.104226,1.632354,1.000358,8,1,A
hybrid-dynamic,51377000,4,2,3078697,0.000014,0.000000,1.621817,0.020130,0.002149,0.058061,0.119984,1.824494,1.000649,8,2,A
hybrid-dynamic,51377000,4,2,3078697,0.000009,0.000000,2.043590,0.021821,0.002070,0.060765,0.118124,2.247111,1.000166,8,3,A
hybrid-dynamic,54309000,4,2,3243460,0.000009,0.000001,1.585472,0.019100,0.001988,0.049439,0.117518,1.778627,1.000083,8,1,A
hybrid-dynamic,54309000,4,2,3243460,0.000010,0.000000,2.011237,0.022805,0.002526,0.064092,0.153299,2.253997,1.000065,8,2,A
hybrid-dynamic,54309000,4,2,3243460,0.000012,0.000001,2.103361,0.022220,0.001854,0.060289,0.121924,2.309697,1.000280,8,3,A
hybrid-dynamic,57408000,4,2,3417382,0.000009,0.000001,1.720515,0.019881,0.002011,0.053803,0.114787,1.910923,1.000077,8,1,A
hybrid-dynamic,57408000,4,2,3417382,0.000009,0.000001,2.356468,0.027492,0.002439,0.069950,0.135882,2.592279,1.000088,8,2,A
hybrid-dynamic,57408000,4,2,3417382,0.000012,0.000001,2.233988,0.024160,0.002539,0.062791,0.128563,2.452299,1.000135,8,3,A
hybrid-dynamic,60684000,4,2,3600335,0.000010,0.000001,2.030701,0.024819,0.002948,0.067800,0.142220,2.268819,1.000255,8,1,A
hybrid-dynamic,60684000,4,2,3600335,0.000010,0.000001,2.607113,0.027392,0.002496,0.071868,0.142155,2.851072,1.000154,8,2,A
hybrid-dynamic,60684000,4,2,3600335,0.000010,0.000001,2.386932,0.027348,0.002811,0.070540,0.140087,2.629878,1.000422,8,3,A
hybrid-dynamic,64147000,4,2,3793289,0.000010,0.000000,2.234831,0.031615,0.003764,0.079619,0.161546,2.511419,1.000299,8,1,A
hybrid-dynamic,64147000,4,2,3793289,0.000011,0.000001,2.843150,0.028551,0.002624,0.074140,0.178178,3.126951,1.000296,8,2,A
hybrid-dynamic,64147000,4,2,3793289,0.000010,0.000000,2.688618,0.029214,0.002754,0.075337,0.150127,2.946415,1.000254,8,3,A
hybrid-dynamic,67808000,4,2,3996668,0.000022,0.000001,2.540100,0.032819,0.003235,0.093043,0.179177,2.847954,1.000567,8,1,A
hybrid-dynamic,67808000,4,2,3996668,0.000021,0.000001,3.180034,0.031338,0.002511,0.079153,0.156088,3.448880,1.000180,8,2,A
hybrid-dynamic,67808000,4,2,3996668,0.000010,0.000000,3.086691,0.032007,0.002610,0.085648,0.162078,3.369169,1.000183,8,3,A
hybrid-dynamic,71677000,4,2,4210896,0.000009,0.000000,2.831420,0.035700,0.002914,0.095447,0.177359,3.142888,1.000370,8,1,A
hybrid-dynamic,71677000,4,2,4210896,0.000012,0.000010,3.184429,0.032737,0.002456,0.084549,0.177255,3.481119,1.000172,8,2,A
hybrid-dynamic,71677000,4,2,4210896,0.000010,0.000001,3.157163,0.029299,0.003113,0.083823,0.165997,3.440227,1.000148,8,3,A
hybrid-dynamic,75768000,4,2,4436716,0.000010,0.000000,3.036744,0.038079,0.003635,0.103919,0.191637,3.374940,1.000305,8,1,A
hybrid-dynamic,75768000,4,2,4436716,0.000012,0.000001,3.424973,0.031534,0.003222,0.087919,0.170854,3.717965,1.000247,8,2,A
hybrid-dynamic,75768000,4,2,4436716,0.000010,0.000001,3.469372,0.032317,0.003275,0.087827,0.171690,3.768589,1.000258,8,3,A
hybrid-dynamic,80092000,4,2,4674432,0.000009,0.000000,3.320933,0.038888,0.003279,0.109173,0.206954,3.678884,1.000457,8,1,A
hybrid-dynamic,80092000,4,2,4674432,0.000011,0.000001,3.799039,0.033501,0.002731,0.095351,0.183818,4.115352,1.000226,8,2,A
hybrid-dynamic,80092000,4,2,4674432,0.000010,0.000001,3.777918,0.035838,0.002947,0.092558,0.180633,4.090492,1.000178,8,3,A
hybrid-dynamic,84662000,4,2,4925254,0.000010,0.000000,3.628188,0.039841,0.003088,0.105382,0.277561,4.053715,1.000416,8,1,A
hybrid-dynamic,84662000,4,2,4925254,0.000012,0.000001,4.413766,0.041189,0.003236,0.113412,0.203198,4.775368,1.000088,8,2,A
hybrid-dynamic,84662000,4,2,4925254,0.000010,0.000000,4.328194,0.036429,0.003271,0.099305,0.190586,4.662017,1.000287,8,3,A
hybrid-dynamic,89494000,4,2,5189503,0.000009,0.000000,4.311888,0.041675,0.003421,0.112015,0.203771,4.673546,1.000191,8,1,A
hybrid-dynamic,89494000,4,2,5189503,0.000010,0.000001,4.777328,0.038397,0.003329,0.109765,0.206847,5.134739,1.000340,8,2,A
hybrid-dynamic,89494000,4,2,5189503,0.000011,0.000001,4.613956,0.037520,0.003027,0.108331,0.228517,4.994410,1.000366,8,3,A
hybrid-dynamic,94601000,4,2,5467880,0.000009,0.000000,4.303307,0.046536,0.003558,0.118345,0.217256,4.688526,1.000226,8,1,A
hybrid-dynamic,94601000,4,2,5467880,0.000009,0.000001,4.616621,0.039143,0.003304,0.110762,0.206449,4.976676,1.000164,8,2,A
hybrid-dynamic,94601000,4,2,5467880,0.000017,0.000001,4.701995,0.041201,0.003384,0.112637,0.212115,5.073040,1.000210,8,3,A
hybrid-dynamic,100000000,4,2,5761455,0.000009,0.000001,4.785769,0.041162,0.003590,0.121824,0.227350,5.179620,1.000303,8,1,A
hybrid-dynamic,100000000,4,2,5761455,0.000011,0.000001,5.407283,0.041385,0.003697,0.117382,0.222886,5.792594,1.000020,8,2,A
hybrid-dynamic,100000000,4,2,5761455,0.000015,0.000000,5.182027,0.054142,0.004469,0.124530,0.235228,5.601271,1.000241,8,3,A
hybrid-dynamic(->block@P1),30000000,1,1,1857859,0.000006,0.000000,2.036366,0.024203,0.000760,0.000000,0.058334,2.119680,1.000000,1,1,B
hybrid-dynamic(->block@P1),30000000,1,1,1857859,0.000006,0.000000,2.055778,0.023411,0.000723,0.000000,0.055591,2.135520,1.000000,1,2,B
hybrid-dynamic(->block@P1),30000000,1,1,1857859,0.000007,0.000000,2.034349,0.024346,0.000738,0.000000,0.055617,2.115068,1.000000,1,3,B
hybrid-dynamic,30000000,2,1,1857859,0.000006,0.000000,2.145975,0.028263,0.000866,0.027286,0.067232,2.271686,1.000000,2,1,B
hybrid-dynamic,30000000,2,1,1857859,0.000007,0.000000,2.338318,0.026598,0.000666,0.025279,0.063993,2.457684,1.000852,2,2,B
hybrid-dynamic,30000000,2,1,1857859,0.000006,0.000000,2.187409,0.026278,0.000818,0.025010,0.060862,2.302279,1.000000,2,3,B
hybrid-dynamic(->block@P1),30000000,1,2,1857859,0.000008,0.000000,1.083103,0.026239,0.000728,0.000000,0.058529,1.168620,1.000000,2,1,B
hybrid-dynamic(->block@P1),30000000,1,2,1857859,0.000009,0.000000,1.066112,0.026307,0.000414,0.000000,0.058185,1.151038,1.000000,2,2,B
hybrid-dynamic(->block@P1),30000000,1,2,1857859,0.000009,0.000000,1.071816,0.025379,0.000701,0.000000,0.058378,1.156293,1.000000,2,3,B
hybrid-dynamic,30000000,3,1,1857859,0.000008,0.000000,1.251216,0.015716,0.001286,0.032584,0.072667,1.378506,1.000091,3,1,B
hybrid-dynamic,30000000,3,1,1857859,0.000007,0.000000,1.285746,0.015335,0.001668,0.031267,0.071835,1.406819,1.000080,3,2,B
hybrid-dynamic,30000000,3,1,1857859,0.000007,0.000000,1.209413,0.015188,0.001515,0.028379,0.065136,1.319690,1.000096,3,3,B
hybrid-dynamic,30000000,4,1,1857859,0.000007,0.000001,0.872728,0.010906,0.002039,0.031932,0.070578,0.988048,1.000265,4,1,B
hybrid-dynamic,30000000,4,1,1857859,0.000007,0.000001,0.879436,0.011055,0.001758,0.033625,0.072952,1.000087,1.000122,4,2,B
hybrid-dynamic,30000000,4,1,1857859,0.000007,0.000001,0.899465,0.011860,0.001811,0.033506,0.073243,1.023719,1.000285,4,3,B
hybrid-dynamic,30000000,2,2,1857859,0.000009,0.000000,1.241665,0.031031,0.000695,0.027201,0.066864,1.369514,1.000001,4,1,B
hybrid-dynamic,30000000,2,2,1857859,0.000010,0.000000,1.227693,0.031206,0.000901,0.027737,0.068657,1.358134,1.000001,4,2,B
hybrid-dynamic,30000000,2,2,1857859,0.000010,0.000000,1.291113,0.032086,0.000898,0.028037,0.118784,1.472704,1.000002,4,3,B
hybrid-dynamic(->block@P1),30000000,1,4,1857859,0.000012,0.000000,0.655284,0.032408,0.000811,0.000000,0.067661,0.756189,1.000000,4,1,B
hybrid-dynamic(->block@P1),30000000,1,4,1857859,0.000012,0.000000,0.624796,0.032818,0.000885,0.000000,0.067328,0.725850,1.000000,4,2,B
hybrid-dynamic(->block@P1),30000000,1,4,1857859,0.000012,0.000000,0.631737,0.033501,0.000825,0.000000,0.068925,0.735012,1.000000,4,3,B
hybrid-dynamic,30000000,5,1,1857859,0.000025,0.000001,0.784117,0.009583,0.002411,0.035572,0.077285,0.908386,1.002525,5,1,B
hybrid-dynamic,30000000,5,1,1857859,0.000012,0.000001,0.798008,0.008841,0.002511,0.035510,0.075570,0.920453,1.001361,5,2,B
hybrid-dynamic,30000000,5,1,1857859,0.000007,0.000000,0.797477,0.009015,0.003967,0.037623,0.078214,0.927660,1.000314,5,3,B
hybrid-dynamic,30000000,6,1,1857859,0.000011,0.000001,0.740027,0.007729,0.002696,0.034305,0.072924,0.856594,1.002969,6,1,B
hybrid-dynamic,30000000,6,1,1857859,0.000011,0.000001,0.731511,0.007596,0.003369,0.035174,0.073658,0.851011,1.000678,6,2,B
hybrid-dynamic,30000000,6,1,1857859,0.000008,0.000001,0.744258,0.007640,0.003147,0.033807,0.072996,0.865521,1.006718,6,3,B
hybrid-dynamic,30000000,3,2,1857859,0.000009,0.000000,0.955770,0.033493,0.003841,0.033693,0.078740,1.106184,1.000172,6,1,B
hybrid-dynamic,30000000,3,2,1857859,0.000010,0.000001,0.960744,0.022819,0.001013,0.033233,0.075323,1.093094,1.000103,6,2,B
hybrid-dynamic,30000000,3,2,1857859,0.000010,0.000001,0.947326,0.024489,0.001722,0.031267,0.071855,1.077015,1.000582,6,3,B
hybrid-dynamic,30000000,2,3,1857859,0.000012,0.000000,0.908646,0.034143,0.001298,0.029755,0.068966,1.045223,1.000001,6,1,B
hybrid-dynamic,30000000,2,3,1857859,0.000010,0.000000,0.907928,0.034330,0.001249,0.029737,0.070033,1.044538,1.003315,6,2,B
hybrid-dynamic,30000000,2,3,1857859,0.000013,0.000000,0.896506,0.033686,0.001236,0.029211,0.070159,1.030843,1.000002,6,3,B
hybrid-dynamic,30000000,8,1,1857859,0.000007,0.000001,0.668036,0.005841,0.004566,0.038565,0.076458,0.796010,1.006365,8,1,B
hybrid-dynamic,30000000,8,1,1857859,0.000011,0.000002,0.667942,0.005568,0.004424,0.037918,0.077692,0.793415,1.003392,8,2,B
hybrid-dynamic,30000000,8,1,1857859,0.000015,0.000002,0.668008,0.005888,0.002405,0.039953,0.079914,0.796254,1.002547,8,3,B
hybrid-dynamic,30000000,4,2,1857859,0.000010,0.000000,0.862422,0.012262,0.001581,0.033644,0.073347,0.983708,1.000290,8,1,B
hybrid-dynamic,30000000,4,2,1857859,0.000010,0.000001,0.915058,0.013362,0.001992,0.035880,0.075322,1.042494,1.001274,8,2,B
hybrid-dynamic,30000000,4,2,1857859,0.000010,0.000001,0.883992,0.013158,0.001352,0.037261,0.078295,1.014106,1.002383,8,3,B
hybrid-dynamic,30000000,2,4,1857859,0.000013,0.000000,1.382140,0.032040,0.001113,0.027680,0.068530,1.514535,1.000865,8,1,B
hybrid-dynamic,30000000,2,4,1857859,0.000018,0.000000,1.385903,0.033074,0.001197,0.027576,0.068768,1.516565,1.000002,8,2,B
hybrid-dynamic,30000000,2,4,1857859,0.000013,0.000000,1.700880,0.040515,0.001547,0.034946,0.085075,1.863010,1.000001,8,3,B
hybrid-dynamic(->block@P1),30000000,1,8,1857859,0.000021,0.000000,0.628720,0.041339,0.001045,0.000000,0.093480,0.764617,1.000000,8,1,B
hybrid-dynamic(->block@P1),30000000,1,8,1857859,0.000022,0.000000,0.723771,0.045217,0.001348,0.000000,0.081592,0.851969,1.000000,8,2,B
hybrid-dynamic(->block@P1),30000000,1,8,1857859,0.000022,0.000000,0.654712,0.042771,0.001352,0.000000,0.079410,0.778284,1.000000,8,3,B
hybrid-dynamic,30000000,10,1,1857859,0.000010,0.000015,0.789788,0.015207,0.003173,0.047622,0.096861,0.957917,1.011117,10,1,B
hybrid-dynamic,30000000,10,1,1857859,0.000010,0.000017,0.760627,0.005822,0.004966,0.046643,0.098054,0.919254,1.010070,10,2,B
hybrid-dynamic,30000000,10,1,1857859,0.000008,0.000020,0.763778,0.008508,0.005249,0.045087,0.087529,0.915760,1.002742,10,3,B
hybrid-dynamic,30000000,5,2,1857859,0.000023,0.000002,0.907086,0.012270,0.002551,0.041762,0.086120,1.048764,1.002452,10,1,B
hybrid-dynamic,30000000,5,2,1857859,0.000021,0.000001,0.887378,0.012617,0.002567,0.042652,0.085257,1.031217,1.001547,10,2,B
hybrid-dynamic,30000000,5,2,1857859,0.000028,0.000001,0.870344,0.012448,0.003765,0.041310,0.085295,1.012675,1.000739,10,3,B
hybrid-dynamic,30000000,12,1,1857859,0.000012,0.000023,0.667733,0.004818,0.002973,0.040461,0.077807,0.791552,1.009153,12,1,B
hybrid-dynamic,30000000,12,1,1857859,0.000009,0.000014,1.096279,0.006737,0.004900,0.042837,0.086343,1.233582,1.004896,12,2,B
hybrid-dynamic,30000000,12,1,1857859,0.000011,0.000016,1.046810,0.006936,0.005431,0.041376,0.084519,1.185246,1.004107,12,3,B
hybrid-dynamic,30000000,6,2,1857859,0.000017,0.000001,0.803952,0.010088,0.003308,0.040714,0.115337,0.972805,1.002032,12,1,B
hybrid-dynamic,30000000,6,2,1857859,0.000011,0.000001,0.840938,0.011631,0.002938,0.041371,0.082797,0.980408,1.001135,12,2,B
hybrid-dynamic,30000000,6,2,1857859,0.000011,0.000001,0.831910,0.011963,0.003370,0.044004,0.085418,0.975949,1.002706,12,3,B
hybrid-dynamic,30000000,4,3,1857859,0.000013,0.000001,0.843806,0.016706,0.001816,0.038915,0.080820,0.981244,1.001035,12,1,B
hybrid-dynamic,30000000,4,3,1857859,0.000012,0.000001,0.811885,0.014666,0.002517,0.037999,0.081047,0.948969,1.001130,12,2,B
hybrid-dynamic,30000000,4,3,1857859,0.000013,0.000001,0.825285,0.016169,0.002124,0.038414,0.080089,0.962139,1.000662,12,3,B
hybrid-dynamic,30000000,3,4,1857859,0.000018,0.000000,1.018896,0.020334,0.001778,0.034628,0.075678,1.152628,1.000454,12,1,B
hybrid-dynamic,30000000,3,4,1857859,0.000016,0.000001,1.036654,0.020894,0.001496,0.037524,0.077866,1.174592,1.000266,12,2,B
hybrid-dynamic,30000000,3,4,1857859,0.000013,0.000000,1.076340,0.019982,0.001367,0.037282,0.081655,1.216898,1.000579,12,3,B
hybrid-dynamic,30000000,16,1,1857859,0.000011,0.000021,0.864143,0.006550,0.008704,0.042277,0.108538,1.027955,1.012027,16,1,B
hybrid-dynamic,30000000,16,1,1857859,0.000009,0.000016,0.881623,0.006957,0.008266,0.042062,0.085204,1.020291,1.007513,16,2,B
hybrid-dynamic,30000000,16,1,1857859,0.000009,0.000015,1.022375,0.006110,0.003375,0.046465,0.095349,1.171518,1.006487,16,3,B
hybrid-dynamic,30000000,8,2,1857859,0.000015,0.000002,0.911565,0.007463,0.006600,0.044980,0.087012,1.057215,1.005774,16,1,B
hybrid-dynamic,30000000,8,2,1857859,0.000018,0.000001,0.920680,0.007255,0.002934,0.045286,0.090212,1.067618,1.004674,16,2,B
hybrid-dynamic,30000000,8,2,1857859,0.000015,0.000002,0.893844,0.007400,0.005358,0.042287,0.082395,1.034496,1.004217,16,3,B
hybrid-dynamic,30000000,4,4,1857859,0.000014,0.000001,1.031625,0.015580,0.002222,0.038822,0.080435,1.175526,1.000572,16,1,B
hybrid-dynamic,30000000,4,4,1857859,0.000014,0.000001,1.044757,0.015184,0.001915,0.039385,0.079259,1.180042,1.000626,16,2,B
hybrid-dynamic,30000000,4,4,1857859,0.000015,0.000001,0.982001,0.016128,0.001661,0.038630,0.080831,1.119133,1.000176,16,3,B
hybrid-block,30000000,4,2,1857859,0.000011,0.000001,0.783112,0.011136,0.003653,0.000000,0.080950,0.877314,2.206650,8,1,C
hybrid-block,30000000,4,2,1857859,0.000012,0.000001,0.722056,0.011997,0.003731,0.000000,0.078778,0.814687,2.111469,8,2,C
hybrid-block,30000000,4,2,1857859,0.000016,0.000001,0.727670,0.014588,0.002468,0.000000,0.085388,0.827134,2.260562,8,3,C
hybrid-blockcyclic,30000000,4,2,1857859,0.000011,0.000001,0.639747,0.010811,0.002765,0.037207,0.078747,0.768313,1.063947,8,1,C
hybrid-blockcyclic,30000000,4,2,1857859,0.000010,0.000000,0.612179,0.011256,0.003145,0.037987,0.080628,0.744203,1.086239,8,2,C
hybrid-blockcyclic,30000000,4,2,1857859,0.000011,0.000001,0.612497,0.010274,0.002110,0.036759,0.078497,0.740023,1.093775,8,3,C
hybrid-dynamic,30000000,4,2,1857859,0.000011,0.000001,0.911441,0.014491,0.001914,0.035851,0.077042,1.040534,1.000279,8,1,C
hybrid-dynamic,30000000,4,2,1857859,0.000010,0.000001,0.873429,0.013967,0.001940,0.036259,0.078632,1.004388,1.000655,8,2,C
hybrid-dynamic,30000000,4,2,1857859,0.000012,0.000001,0.941086,0.013645,0.002089,0.038946,0.089907,1.085009,1.001257,8,3,C
