impl,n,procs,threads,prime_count,t_alloc,t_bcast,t_compute,t_lsort,t_comm,t_sort,t_io,t_total,imbalance,workers,rep,sweep
hybrid-blockcyclic,34838000,4,16,2137395,0.000084,0.000031,0.394434,0.037534,0.026673,0.092156,0.236272,0.808882,1.811880,64,2,A
hybrid-blockcyclic,34838000,4,16,2137395,0.000075,0.000029,0.270988,0.031167,0.023843,0.090476,0.227467,0.665760,1.422744,64,3,A
hybrid-blockcyclic,36826000,4,16,2251737,0.000075,0.000036,0.284638,0.028932,0.018928,0.096287,0.224277,0.674644,1.397599,64,1,A
hybrid-blockcyclic,36826000,4,16,2251737,0.000093,0.000025,0.267058,0.038960,0.020145,0.124256,0.215808,0.689814,1.315984,64,2,A
hybrid-blockcyclic,36826000,4,16,2251737,0.000072,0.000037,0.257807,0.026550,0.021295,0.096304,0.231848,0.654312,1.267153,64,3,A
hybrid-blockcyclic,38927000,4,16,2372254,0.000092,0.000051,0.246279,0.029619,0.023530,0.100752,0.264750,0.686507,1.119322,64,1,A
hybrid-blockcyclic,38927000,4,16,2372254,0.000075,0.000025,0.243752,0.028102,0.027111,0.109887,0.229052,0.658280,1.109624,64,2,A
hybrid-blockcyclic,38927000,4,16,2372254,0.000077,0.000039,0.237337,0.027966,0.019930,0.100462,0.206163,0.613280,1.067898,64,3,A
hybrid-blockcyclic,41149000,4,16,2499290,0.000080,0.000042,0.295143,0.031706,0.020971,0.108336,0.216687,0.693573,1.232514,64,1,A
hybrid-blockcyclic,41149000,4,16,2499290,0.000076,0.000024,0.313801,0.034951,0.024866,0.107106,0.247128,0.749391,1.320684,64,2,A
hybrid-blockcyclic,41149000,4,16,2499290,0.000103,0.000031,0.323195,0.031206,0.023121,0.107628,0.256495,0.772697,1.359431,64,3,A
hybrid-blockcyclic,43497000,4,16,2632821,0.000073,0.000040,0.333539,0.031894,0.027326,0.118701,0.250502,0.783418,1.255663,64,1,A
hybrid-blockcyclic,43497000,4,16,2632821,0.000072,0.000024,0.281160,0.031235,0.022687,0.115031,0.241439,0.712859,1.094276,64,2,A
hybrid-blockcyclic,43497000,4,16,2632821,0.000087,0.000077,0.356970,0.032187,0.026049,0.113542,0.234217,0.794754,1.388840,64,3,A
