impl,n,procs,threads,prime_count,t_alloc,t_bcast,t_compute,t_lsort,t_comm,t_sort,t_io,t_total,imbalance,workers,rep,sweep
hybrid-blockcyclic,64147000,4,16,3793289,0.000076,0.000037,0.476699,0.045959,0.042653,0.166551,0.317826,1.070507,1.054360,64,2,A
hybrid-blockcyclic,64147000,4,16,3793289,0.000070,0.000023,0.477421,0.047171,0.036929,0.167110,0.319339,1.058603,1.050274,64,3,A
hybrid-blockcyclic,67808000,4,16,3996668,0.000079,0.000025,0.506369,0.048682,0.044744,0.176467,0.445670,1.253211,1.046885,64,1,A
hybrid-blockcyclic,67808000,4,16,3996668,0.000081,0.000041,0.536622,0.048895,0.039844,0.176781,0.570757,1.396921,1.113075,64,2,A
hybrid-blockcyclic,67808000,4,16,3996668,0.000096,0.000026,0.529229,0.049696,0.049994,0.176640,0.430839,1.267085,1.095732,64,3,A
hybrid-blockcyclic,71677000,4,16,4210896,0.000088,0.000034,0.563307,0.050396,0.033398,0.182947,0.357913,1.208987,1.061116,64,1,A
hybrid-blockcyclic,71677000,4,16,4210896,0.000075,0.000036,0.531236,0.050920,0.036355,0.182996,0.373829,1.196366,1.013311,64,2,A
hybrid-blockcyclic,71677000,4,16,4210896,0.000073,0.000034,0.531074,0.052325,0.038968,0.181647,0.353780,1.180325,1.016423,64,3,A
hybrid-blockcyclic,75768000,4,16,4436716,0.000117,0.000049,0.611608,0.054776,0.065380,0.195186,0.385426,1.334092,1.065846,64,1,A
hybrid-blockcyclic,75768000,4,16,4436716,0.000100,0.000066,0.862459,0.063437,0.048197,0.198124,0.396512,1.600015,1.505172,64,2,A
hybrid-blockcyclic,75768000,4,16,4436716,0.000081,0.000063,0.653542,0.061678,0.056017,0.196963,0.414510,1.404852,1.147869,64,3,A
hybrid-blockcyclic,80092000,4,16,4674432,0.000081,0.000027,0.715419,0.055992,0.042425,0.204004,0.441356,1.492104,1.162956,64,1,A
hybrid-blockcyclic,80092000,4,16,4674432,0.000073,0.000015,0.669734,0.057408,0.037805,0.202989,0.416563,1.405386,1.093724,64,2,A
hybrid-blockcyclic,80092000,4,16,4674432,0.000076,0.000025,0.624222,0.058881,0.070400,0.205550,0.408420,1.387803,1.009617,64,3,A
hybrid-blockcyclic,84662000,4,16,4925254,0.000088,0.000032,0.705445,0.060374,0.037112,0.214587,0.552482,1.589791,1.062081,64,1,A
hybrid-blockcyclic,84662000,4,16,4925254,0.000076,0.000038,0.716691,0.060674,0.044290,0.216046,0.454289,1.513963,1.079788,64,2,A
hybrid-blockcyclic,84662000,4,16,4925254,0.000092,0.000037,0.704424,0.074468,0.070758,0.215529,0.442790,1.513347,1.064018,64,3,A
hybrid-blockcyclic,89494000,4,16,5189503,0.000079,0.000038,0.770135,0.066777,0.042743,0.228398,0.517589,1.647046,1.073588,64,1,A
hybrid-blockcyclic,89494000,4,16,5189503,0.000076,0.000034,0.910535,0.067137,0.077650,0.229576,0.481617,1.787942,1.267653,64,2,A
hybrid-blockcyclic,89494000,4,16,5189503,0.000086,0.000037,0.753795,0.062955,0.051978,0.232930,0.633778,1.756785,1.051423,64,3,A
hybrid-blockcyclic,94601000,4,16,5467880,0.000083,0.000036,0.808816,0.077489,0.042804,0.239768,0.523024,1.699088,1.041272,64,1,A
hybrid-blockcyclic,94601000,4,16,5467880,0.000075,0.000038,0.783797,0.064412,0.047020,0.240091,0.503306,1.658199,1.010292,64,2,A
hybrid-blockcyclic,94601000,4,16,5467880,0.000095,0.000040,0.834021,0.064822,0.089903,0.238673,0.519792,1.766771,1.073546,64,3,A
hybrid-blockcyclic,100000000,4,16,5761455,0.000085,0.000024,0.868538,0.088962,0.050866,0.253707,0.547537,1.830439,1.028894,64,1,A
hybrid-blockcyclic,100000000,4,16,5761455,0.000076,0.000034,0.864538,0.067884,0.061575,0.251811,0.464136,1.731252,1.022061,64,2,A
hybrid-blockcyclic,100000000,4,16,5761455,0.000079,0.000037,0.897805,0.069117,0.059067,0.252952,0.456523,1.755943,1.069065,64,3,A
