impl,n,procs,threads,prime_count,t_alloc,t_compute,t_merge,t_io,t_total,rep,sweep
openmp-dynamic-4096,29494000,1,16,1828356,0.000037,0.608502,0.035234,0.178600,0.822379,2,A
serial,29494000,1,1,1828356,0.000052,9.330313,0.000000,0.189455,9.519825,3,A
pthreads,29494000,1,16,1828356,0.000134,0.832958,0.007214,0.210703,1.051012,3,A
openmp-dynamic-4096,29494000,1,16,1828356,0.000033,0.596802,0.035091,0.200732,0.832666,3,A
serial,31178000,1,1,1926228,0.000088,10.105047,0.000000,0.200725,10.305868,1,A
pthreads,31178000,1,16,1926228,0.000132,0.908304,0.005056,0.182780,1.096277,1,A
openmp-dynamic-4096,31178000,1,16,1926228,0.000035,0.643308,0.037484,0.172629,0.853461,1,A
serial,31178000,1,1,1926228,0.000058,10.100837,0.000000,0.165802,10.266703,2,A
pthreads,31178000,1,16,1926228,0.000174,0.914702,0.007676,0.170871,1.093430,2,A
openmp-dynamic-4096,31178000,1,16,1926228,0.000039,0.646097,0.038815,0.234648,0.919606,2,A
serial,31178000,1,1,1926228,0.000093,10.117269,0.000000,0.235906,10.353276,3,A
pthreads,31178000,1,16,1926228,0.000126,0.894423,0.004606,0.205661,1.104823,3,A
openmp-dynamic-4096,31178000,1,16,1926228,0.000042,0.639371,0.038956,0.189252,0.867628,3,A
serial,32957000,1,1,2029180,0.000067,10.929724,0.000000,0.196776,11.126574,1,A
pthreads,32957000,1,16,2029180,0.000121,0.962571,0.002893,0.192599,1.158189,1,A
openmp-dynamic-4096,32957000,1,16,2029180,0.000031,0.696306,0.039280,0.208156,0.943779,1,A
serial,32957000,1,1,2029180,0.000057,10.929573,0.000000,0.214016,11.143653,2,A
pthreads,32957000,1,16,2029180,0.000124,0.993775,0.004500,0.188331,1.186737,2,A
openmp-dynamic-4096,32957000,1,16,2029180,0.000039,0.691554,0.038489,0.194227,0.924317,2,A
serial,32957000,1,1,2029180,0.000059,10.932398,0.000000,0.195844,11.128307,3,A
pthreads,32957000,1,16,2029180,0.000112,0.967645,0.003501,0.185963,1.157225,3,A
openmp-dynamic-4096,32957000,1,16,2029180,0.000031,0.696323,0.038762,0.173271,0.908392,3,A
serial,34838000,1,1,2137395,0.000050,11.828590,0.000000,0.198836,12.027481,1,A
pthreads,34838000,1,16,2137395,0.000120,1.043133,0.003123,0.228092,1.274473,1,A
openmp-dynamic-4096,34838000,1,16,2137395,0.000038,0.744629,0.042676,0.212875,1.000225,1,A
serial,34838000,1,1,2137395,0.000057,11.853345,0.000000,0.197429,12.050836,2,A
pthreads,34838000,1,16,2137395,0.000354,1.053515,0.009716,0.191583,1.255174,2,A
openmp-dynamic-4096,34838000,1,16,2137395,0.000031,0.764752,0.044854,0.226305,1.035947,2,A
serial,34838000,1,1,2137395,0.000059,11.842535,0.000000,0.196670,12.039269,3,A
pthreads,34838000,1,16,2137395,0.000125,1.188642,0.008176,0.205989,1.402936,3,A
openmp-dynamic-4096,34838000,1,16,2137395,0.000043,0.800984,0.046012,0.213212,1.060257,3,A
serial,36826000,1,1,2251737,0.000091,12.837498,0.000000,0.210289,13.047884,1,A
pthreads,36826000,1,16,2251737,0.000192,1.134703,0.008131,0.205951,1.348983,1,A
openmp-dynamic-4096,36826000,1,16,2251737,0.000040,0.828683,0.046687,0.199250,1.074667,1,A
serial,36826000,1,1,2251737,0.000076,12.822048,0.000000,0.178367,13.000497,2,A
pthreads,36826000,1,16,2251737,0.000140,1.126011,0.003687,0.190271,1.320115,2,A
openmp-dynamic-4096,36826000,1,16,2251737,0.000031,0.811183,0.043400,0.191522,1.046141,2,A
serial,36826000,1,1,2251737,0.000064,12.806457,0.000000,0.175014,12.981543,3,A
pthreads,36826000,1,16,2251737,0.000114,1.156561,0.005828,0.192725,1.355241,3,A
openmp-dynamic-4096,36826000,1,16,2251737,0.000031,0.812374,0.042945,0.181514,1.036870,3,A
serial,38927000,1,1,2372254,0.000060,13.856481,0.000000,0.197797,14.054344,1,A
pthreads,38927000,1,16,2372254,0.000188,1.326951,0.009674,0.207097,1.543915,1,A
openmp-dynamic-4096,38927000,1,16,2372254,0.000046,1.152946,0.052852,0.219289,1.425141,1,A
serial,38927000,1,1,2372254,0.000062,13.856482,0.000000,0.207880,14.064431,2,A
pthreads,38927000,1,16,2372254,0.000115,1.220604,0.008134,0.213968,1.442824,2,A
openmp-dynamic-4096,38927000,1,16,2372254,0.000045,0.883496,0.050693,0.238969,1.173213,2,A
serial,38927000,1,1,2372254,0.000076,13.867883,0.000000,0.226887,14.094851,3,A
pthreads,38927000,1,16,2372254,0.000157,1.251947,0.007347,0.246375,1.505834,3,A
openmp-dynamic-4096,38927000,1,16,2372254,0.000038,0.874934,0.047292,0.227834,1.150104,3,A
serial,41149000,1,1,2499290,0.000060,14.988373,0.000000,0.223064,15.211505,1,A
pthreads,41149000,1,16,2499290,0.000128,1.337173,0.006079,0.245062,1.588449,1,A
openmp-dynamic-4096,41149000,1,16,2499290,0.000038,0.948210,0.051572,0.212151,1.211976,1,A
serial,41149000,1,1,2499290,0.000079,15.004234,0.000000,0.228825,15.233150,2,A
pthreads,41149000,1,16,2499290,0.000221,1.696223,0.005370,0.240236,1.942061,2,A
openmp-dynamic-4096,41149000,1,16,2499290,0.000047,1.120232,0.052903,0.215101,1.388290,2,A
serial,41149000,1,1,2499290,0.000085,15.013951,0.000000,0.242429,15.256473,3,A
pthreads,41149000,1,16,2499290,0.000296,1.361674,0.009146,0.228447,1.599568,3,A
openmp-dynamic-4096,41149000,1,16,2499290,0.000039,1.010685,0.053845,0.224289,1.288866,3,A
serial,43497000,1,1,2632821,0.000062,16.254619,0.000000,0.226387,16.481072,1,A
pthreads,43497000,1,16,2632821,0.000119,1.454865,0.004147,0.268588,1.727724,1,A
openmp-dynamic-4096,43497000,1,16,2632821,0.000034,1.027533,0.052001,0.272560,1.352133,1,A
serial,43497000,1,1,2632821,0.000054,16.243924,0.000000,0.243321,16.487306,2,A
pthreads,43497000,1,16,2632821,0.000128,1.431113,0.003855,0.261426,1.696531,2,A
openmp-dynamic-4096,43497000,1,16,2632821,0.000035,1.027688,0.051437,0.244934,1.324099,2,A
serial,43497000,1,1,2632821,0.000057,16.244186,0.000000,0.235889,16.480138,3,A
pthreads,43497000,1,16,2632821,0.000116,1.438767,0.004158,0.242463,1.685510,3,A
openmp-dynamic-4096,43497000,1,16,2632821,0.000028,1.027816,0.053401,0.249246,1.330498,3,A
serial,45979000,1,1,2773856,0.000059,17.574997,0.000000,0.240984,17.816044,1,A
pthreads,45979000,1,16,2773856,0.000114,1.557288,0.006357,0.240472,1.804246,1,A
openmp-dynamic-4096,45979000,1,16,2773856,0.000037,1.113709,0.056283,0.240431,1.410467,1,A
serial,45979000,1,1,2773856,0.000072,17.569075,0.000000,0.266300,17.835452,2,A
pthreads,45979000,1,16,2773856,0.000134,1.603067,0.008138,0.272104,1.883448,2,A
openmp-dynamic-4096,45979000,1,16,2773856,0.000039,1.222723,0.058086,0.269748,1.550603,2,A
serial,45979000,1,1,2773856,0.000089,17.592293,0.000000,0.273585,17.865975,3,A
pthreads,45979000,1,16,2773856,0.000129,1.553447,0.004084,0.277933,1.835602,3,A
openmp-dynamic-4096,45979000,1,16,2773856,0.000032,1.112618,0.056137,0.280986,1.449779,3,A
serial,48603000,1,1,2922171,0.000056,19.006349,0.000000,0.288447,19.294859,1,A
pthreads,48603000,1,16,2922171,0.000129,1.690652,0.009133,0.275896,1.975815,1,A
openmp-dynamic-4096,48603000,1,16,2922171,0.000038,1.203542,0.059685,0.259336,1.522609,1,A
serial,48603000,1,1,2922171,0.000057,19.012291,0.000000,0.336372,19.348726,2,A
pthreads,48603000,1,16,2922171,0.000129,1.693833,0.003714,0.307800,2.005480,2,A
openmp-dynamic-4096,48603000,1,16,2922171,0.000032,1.202533,0.059013,0.296966,1.558552,2,A
serial,48603000,1,1,2922171,0.000070,19.009535,0.000000,0.297390,19.307003,3,A
pthreads,48603000,1,16,2922171,0.000117,1.687080,0.008033,0.333867,2.029102,3,A
openmp-dynamic-4096,48603000,1,16,2922171,0.000029,1.202120,0.058747,0.315966,1.576869,3,A
serial,51377000,1,1,3078697,0.000079,20.607048,0.000000,0.328918,20.936049,1,A
pthreads,51377000,1,16,3078697,0.000157,1.818530,0.004855,0.293595,2.117145,1,A
openmp-dynamic-4096,51377000,1,16,3078697,0.000032,1.293544,0.061732,0.301397,1.656711,1,A
serial,51377000,1,1,3078697,0.000071,20.570291,0.000000,0.293743,20.864111,2,A
pthreads,51377000,1,16,3078697,0.000146,1.847513,0.008359,0.319620,2.175649,2,A
openmp-dynamic-4096,51377000,1,16,3078697,0.000044,1.301791,0.061753,0.342051,1.705646,2,A
serial,51377000,1,1,3078697,0.000060,20.567812,0.000000,0.297863,20.865742,3,A
pthreads,51377000,1,16,3078697,0.000124,1.816659,0.004853,0.302255,2.123895,3,A
openmp-dynamic-4096,51377000,1,16,3078697,0.000048,1.301764,0.061521,0.279318,1.642658,3,A
